4.347427584785667487e-01,7.149289888006148119e-02,-1.947403664086757857e-01
1.778793048662081488e-01,2.941225867783620052e-01,-3.523688508405765640e-01
2.074555057752270060e-01,2.965067517313733081e-01,4.538094026779253970e-02
-1.793212849244013585e-01,-2.479624574853629970e-01,-7.550699804139934801e-02
-3.789115191257225179e-01,1.051457898271168506e-01,-1.369882511836822969e-01
-4.319894644888915003e-02,-3.236858792338530577e-01,-1.438490492627055306e-01
-2.277361612665154134e-01,-2.276608080645507459e-01,-1.325777710061427639e-01
3.671691677774922835e-02,1.871412737432964768e-01,-1.177117421208452447e-01
1.151562978132648907e-01,1.793780074622489118e-01,-2.293543775213907898e-01
3.263911537881190039e-01,-1.678035302090485070e-01,-2.319054080854694444e-01
3.757590035120975669e-01,3.221220893015513953e-01,-1.642497509802925693e-01
-4.570591119579650030e-01,-3.863449519000378696e-01,-2.081597500710709592e-01
